date,open,high,low,close,volume
2025-08-19,202.57,202.98,199.51,201.12,24240200
2025-08-20,200.28,200.83,196.16,198.87,28955500
2025-08-21,199.3,202.02,198.98,199.3,19774600
2025-08-22,202.27,208.07,200.85,205.63,42827000
2025-08-25,205.97,210.05,204.82,208.02,29928900
2025-08-26,207.04,207.38,205.24,206.67,28464100
2025-08-27,205.24,208.44,205.19,207.01,23022900
2025-08-28,206.78,211.74,206.43,211.16,32339300
2025-08-29,210.04,214.17,209.73,212.43,39728400
2025-09-02,207.97,211.2,205.74,210.87,47523000
2025-09-03,225.7,230.79,224.28,230.14,103336100
2025-09-04,229.13,231.85,225.6,231.78,51684200
2025-09-05,231.68,235.23,231.38,234.47,46588900
2025-09-08,235.15,237.81,233.35,233.72,32474700
2025-09-09,233.85,240.14,232.91,239.3,38061000
2025-09-10,238.58,241.33,237.53,238.85,35141100
2025-09-11,239.55,241.92,235.93,240.04,30599300
2025-09-12,240.04,241.75,237.68,240.47,26771600
2025-09-15,244.33,252.07,244.33,251.27,58383800
2025-09-16,251.74,252.7,249.13,250.82,34109700
2025-09-17,250.88,251.26,245.95,249.19,34108000
2025-09-18,251.34,253.65,249.46,251.69,31239500
2025-09-19,252.91,255.65,251.47,254.37,55571400
2025-09-22,254.08,255.43,249.96,252.19,32290500
2025-09-23,252.7,254.01,250.14,251.32,26628000
2025-09-24,251.32,252.01,246.11,246.8,28201000
2025-09-25,244.07,246.16,240.41,245.46,31020400
2025-09-26,246.73,249.08,245.64,246.21,18503200
2025-09-29,247.51,250.81,242.44,243.72,32505800
2025-09-30,242.48,242.96,238.93,242.77,34724300
2025-10-01,240.42,245.97,238.29,244.57,31658200
2025-10-02,244.82,246.48,241.97,245.36,25483300
2025-10-03,244.16,245.97,241.33,245.02,30249600
2025-10-06,244.45,250.98,244.25,250.09,28894700
2025-10-07,247.93,250.1,245.19,245.43,23181300
2025-10-08,244.63,245.68,243.49,244.29,21307100
2025-10-09,244.14,244.43,238.83,241.2,27892100
2025-10-10,241.1,243.76,235.52,236.25,33180300
2025-10-13,239.88,244.17,239.38,243.82,24995000
2025-10-14,240.9,246.78,240.18,245.12,22111600
2025-10-15,246.91,251.77,245.66,250.69,27007700
2025-10-16,251.43,256.61,249.76,251.12,27997200
2025-10-17,250.42,253.88,247.47,252.96,29671600
2025-10-20,254.34,256.98,253.89,256.2,22350200
2025-10-21,254.39,254.53,243.82,250.12,47312100
2025-10-22,254.02,256.01,248.95,251.35,35029400
2025-10-23,252.64,254.69,251.51,252.74,19901400
2025-10-24,256.23,261.33,254.97,259.57,28655100
2025-10-27,264.46,269.77,263.92,268.9,35235200
2025-10-28,269.32,270.36,266.14,267.11,29738600
2025-10-29,267.39,274.97,267.31,274.2,43580300
2025-10-30,291.19,291.19,279.68,281.1,74876000
2025-10-31,282.83,285.61,276.65,280.81,39267900
2025-11-03,281.8,285.14,279.42,283.34,29786000
2025-11-04,276.37,280.89,275.89,277.16,30078400
2025-11-05,278.49,286.03,276.96,283.92,31010300
2025-11-06,284.94,287.96,280.76,284.36,37173600
2025-11-07,282.83,283.39,274.82,278.45,34479600
2025-11-10,284.03,290.41,282.48,289.71,29557300
2025-11-11,287.36,291.52,286.93,290.91,19842100
2025-11-12,291.28,291.61,283.31,286.32,24829900
2025-11-13,281.96,282.46,276.86,278.19,29494000
2025-11-14,271.04,278.18,270.33,276.04,31647200
2025-11-17,285.39,293.55,283.19,284.63,52670200
2025-11-18,287.53,288.41,277.82,283.89,49158700
2025-11-19,286.77,303.4,286.24,292.41,68198900
2025-11-20,304.13,306.0,288.28,289.06,62025200
2025-11-21,296.02,303.51,293.45,299.25,74137700
2025-11-24,310.71,319.05,309.18,318.15,85165100
2025-11-25,325.77,328.38,317.22,323.0,88632100
2025-11-26,320.24,324.06,316.36,319.52,51373400
2025-11-28,322.93,326.41,316.36,319.75,26018600
2025-12-01,317.27,319.42,313.46,314.46,41183000
2025-12-02,316.31,317.95,313.48,315.38,35854700
2025-12-03,315.46,321.14,313.67,319.2,41838300
2025-12-04,321.79,321.92,314.27,317.19,31240900
2025-12-05,319.06,322.72,318.74,320.83,28851700
2025-12-08,319.82,320.21,311.0,313.5,33909400
2025-12-09,312.15,317.77,311.68,316.86,30194000
2025-12-10,315.61,321.08,314.46,319.98,33428900
2025-12-11,319.85,320.89,308.38,312.21,42353700
2025-12-12,313.48,314.65,305.35,309.07,35940200
2025-12-15,311.1,311.2,304.67,308.0,29151900
2025-12-16,304.74,310.55,302.38,306.35,30585000
2025-12-17,307.79,307.87,295.91,296.51,43930400
2025-12-18,301.51,303.75,299.02,302.25,33518000
2025-12-19,301.52,307.03,300.76,306.94,59943200
2025-12-22,309.66,309.91,305.09,309.56,26429900
2025-12-23,309.41,314.72,309.1,314.13,25478700
2025-12-24,314.55,314.86,311.7,313.87,10097400
2025-12-26,314.26,314.87,312.06,313.29,10899000
2025-12-29,311.15,313.8,310.4,313.34,19621800
2025-12-30,312.28,316.73,312.24,313.63,17380900
2025-12-31,312.63,314.36,311.22,312.78,16377700
2026-01-02,316.68,322.27,310.11,314.93,32009400
2026-01-05,317.44,318.8,314.41,316.32,30195600
2026-01-06,316.18,320.71,311.56,314.12,31212100
2026-01-07,314.14,325.92,313.97,321.75,35104400
2026-01-08,328.74,330.09,321.27,325.21,31896100
2026-01-09,326.86,330.6,325.57,328.34,26214200
2026-01-12,325.57,333.81,324.77,331.63,33923900
2026-01-13,334.71,340.25,333.39,335.73,33517600
2026-01-14,334.82,336.28,330.25,335.6,28525600
2026-01-15,337.41,337.45,330.51,332.55,28442400
2026-01-16,334.17,334.41,327.47,329.77,40341600
2026-01-20,320.64,327.5,320.2,321.77,35361000
2026-01-21,320.69,332.25,319.13,328.15,35386600
2026-01-22,334.21,334.91,328.52,330.31,26253600
2026-01-23,332.26,333.46,327.22,327.7,27280000
2026-01-26,327.58,335.6,326.77,333.03,26042100
2026-01-27,335.13,337.67,333.25,334.31,21636200
2026-01-28,335.82,337.3,331.71,335.77,27434400
2026-01-29,340.06,342.05,326.31,338.01,39785600
2026-01-30,339.76,339.76,332.06,337.76,31024000
2026-02-02,335.98,344.59,335.39,343.45,32006100
2026-02-03,347.1,348.75,337.23,339.47,36506700
2026-02-04,342.72,343.07,328.29,332.81,70618400
2026-02-05,312.0,332.46,306.24,331.02,88205800
2026-02-06,326.95,330.15,319.69,322.63,56380500
2026-02-09,320.7,327.47,317.04,324.09,39640100
2026-02-10,320.74,321.44,314.39,318.36,39170000
2026-02-11,318.75,320.83,309.44,310.74,45406400
2026-02-12,311.87,316.02,306.98,308.78,47761300
2026-02-13,307.51,308.41,303.5,305.5,38499700
2026-02-17,299.83,304.23,296.04,301.81,39247600
2026-02-18,301.88,305.17,301.04,303.12,28482100
2026-02-19,301.61,305.26,299.83,302.64,25834400
2026-02-20,304.11,316.28,303.69,314.76,53210800
2026-02-23,318.83,319.3,309.65,311.27,31423000
2026-02-24,310.3,312.05,305.71,310.68,25615600
2026-02-25,311.84,313.42,309.22,312.68,29963600
2026-02-26,312.42,312.92,302.14,307.16,36431200
2026-02-27,303.93,312.15,303.59,311.54,44640600
2026-03-02,303.02,308.27,301.09,306.3,34790200
2026-03-03,298.38,303.73,296.5,303.37,35497000
2026-03-04,302.68,305.26,300.54,302.92,29536200
2026-03-05,302.83,303.09,297.78,300.67,35752300
2026-03-06,295.88,300.32,294.97,298.31,25576900
2026-03-09,294.36,306.8,294.08,306.36,29312100
2026-03-10,306.17,309.51,305.57,307.04,23239700
2026-03-11,306.75,311.42,305.92,308.7,24125700
2026-03-12,306.82,308.94,301.03,303.55,24928300
2026-03-13,307.01,307.69,300.44,302.28,23693100
2026-03-16,304.35,306.49,303.02,305.56,23519700
2026-03-17,305.86,311.42,305.5,310.92,21955200
2026-03-18,309.27,312.47,306.93,307.69,20009800
2026-03-19,304.01,308.06,302.35,307.13,25075800
2026-03-20,305.46,306.0,298.27,301.0,44364100
2026-03-23,302.11,305.98,300.93,302.06,29326900
2026-03-24,299.2,299.92,290.33,290.44,36864300
2026-03-25,293.44,296.0,289.24,290.93,29460700
2026-03-26,287.91,287.95,278.5,280.92,39080600
2026-03-27,277.28,279.37,273.95,274.34,35890600
2026-03-30,276.42,277.09,272.11,273.5,35141200
2026-03-31,278.04,288.08,277.09,287.56,43875400
2026-04-01,290.84,300.52,290.41,297.39,37684500
2026-04-02,290.69,298.08,289.45,295.77,21666500
