date,open,high,low,close,volume
2026-03-03,178.48,180.89,176.91,180.04,178099400
2026-03-04,180.43,184.69,180.05,183.03,177731200
2026-03-05,181.16,184.05,177.87,183.33,198779700
2026-03-06,179.83,182.75,176.81,177.81,189021900
2026-03-09,176.82,182.9,175.55,182.64,177213600
2026-03-10,182.39,186.43,182.0,184.76,179118500
2026-03-11,185.91,187.62,184.45,186.03,145280400
2026-03-12,184.05,184.94,181.75,183.14,155762700
2026-03-13,184.92,186.09,179.94,180.25,160988400
2026-03-16,182.97,188.88,181.41,183.22,217307400
2026-03-17,185.06,185.4,181.68,181.93,182497800
2026-03-18,182.48,183.38,180.33,180.4,156683100
2026-03-19,178.01,179.98,175.79,178.56,170968500
2026-03-20,178.0,178.26,171.72,172.7,241323500
2026-03-23,177.26,178.37,174.76,175.64,182836300
2026-03-24,174.83,176.22,173.98,175.2,147667800
2026-03-25,177.1,181.22,176.85,178.68,162602100
2026-03-26,176.07,176.51,171.14,171.24,186152200
2026-03-27,170.0,170.97,167.01,167.52,196212700
2026-03-30,168.78,169.45,164.27,165.17,185627000
2026-03-31,166.97,174.62,166.96,174.4,226181300
2026-04-01,176.0,177.37,174.75,175.75,168132000
2026-04-02,172.18,177.49,171.37,177.39,143143200
